NO,약국명,대표전화,주소,월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영,위도,경도
1903,나라약국,02-309-8480,서울특별시 서대문구 가재울미래로 2,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,37.5743783,126.9178429
4791,소림약국,02-925-4357,"서울특별시 동대문구 천호대로25길 81, 1층 103호(용두동, 대명랜드마크타워)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,09:00~18:00,-,-,37.5778324,127.0339787
1331,우리보건약국,02-433-8221,"서울특별시 중랑구 사가정로51길 45, 우리보건약국 (면목동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,-,37.5829009,127.0877771
3441,알파약국,02-3217-6474,서울특별시 서대문구 통일로 448 (홍제동),08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,09:00~21:00,09:00~21:00,37.5888755,126.9444815
1016,옵티마대우미약국,02-764-0869,서울특별시 성북구 성북로2길 8,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,37.5890111,127.0063841
2662,인왕약국,02-379-6154,서울특별시 서대문구 인왕시장길 18,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,-,-,37.5910507,126.9434383
3665,경희동문약국,02-960-0557,서울특별시 동대문구 경희대로 19 (회기동),08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~18:00,-,-,37.5934107,127.052455
4795,부민당약국,02-434-9092,"서울특별시 중랑구 면목로91길 26, (상봉동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,-,-,37.5943182,127.0844918
1231,삼성약국,02-929-3069,"서울특별시 성북구 동소문로 190, 103호 (돈암동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~20:00,-,-,37.598903,127.0220982
1010,대영약국,02-912-6432,"서울특별시 성북구 월곡로5길 66, (종암동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,37.5991866,127.0362301
3183,왕약국,02-352-7533,"서울특별시 은평구 은평로 137, (응암동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~18:00,-,-,37.6008301,126.9229418
3268,새석관약국,02-967-0777,"서울특별시 성북구 돌곶이로 57, 1층 (석관동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~17:00,-,-,37.6088521,127.0588188
1518,숭인약국,02-988-7196,"서울특별시 강북구 도봉로 59, 1층 (미아동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,-,37.6142437,127.0296896
3024,봄햇살약국,02-358-1773,"서울특별시 은평구 통일로 833, 1층 (대조동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:30~15:00,-,08:30~15:00,37.6176998,126.9219829
2349,송일약국,02-989-8732,서울특별시 강북구 도봉로18길 46,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,-,-,37.618874,127.0314512
4539,메디팜삼보약국,02-387-2830,"서울특별시 은평구 연서로 332, (불광동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,-,-,37.6248437,126.9290089
3499,우리대한약국,02-908-2225,서울특별시 강북구 도봉로81길 3,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,10:00~21:00,-,37.6351281,127.0229404
3731,위드팜대학약국,02-974-7668,"서울특별시 노원구 한글비석로 56 10호 (하계동, 미성아파트상가)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:30~17:00,-,-,37.6358879,127.0687151
4913,경동약국,02-975-9955,"서울특별시 노원구 공릉로58가길 12, (하계동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,09:00~21:00,08:00~21:00,-,37.6361102,127.07298
360,민중약국,02-992-6194,서울특별시 도봉구 덕릉로 235 (창동),08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,09:00~18:00,-,-,37.6389401,127.0381253
3663,21세기상계약국,02-937-2288,서울특별시 노원구 동일로 1548 (상계동),08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,-,-,37.6666685,127.0576582
2494,영암약국,02-878-0659,서울특별시 관악구 원신2길 34,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,09:00~21:00,-,-,37.4706861,126.9321544
1977,대학당약국,02-878-7497,서울특별시 관악구 원신길 2-1,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~20:30,-,-,37.4720268,126.9330794
2400,신림당약국,02-856-4755,서울특별시 관악구 관천로 17,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,09:00~18:00,-,-,37.4816963,126.9283962
799,종대약국,02-846-4062,"서울특별시 영등포구 도림로 352, (도림동)",08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,-,-,37.5086243,126.9003834
791,화일약국,02-842-6681,"서울특별시 영등포구 도신로64길 10, (신길동)",08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,-,-,37.5122219,126.9184362
4763,수범약국,02-2678-2288,"서울특별시 영등포구 경인로 835, (영등포동4가)",08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,-,-,37.5163156,126.9056832
2509,오약국,02-2068-5005,서울특별시 영등포구 당산로 163,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~18:00,-,-,37.5291927,126.8978591
1122,용약국,02-794-5528,서울특별시 용산구 대사관로24길 6,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,-,-,37.5331567,127.0043271
645,고려약국,02-477-5257,"서울특별시 강동구 천호대로 1125, (길동)",08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~20:30,-,-,37.5349005,127.1368115
4885,건대역약국,02-497-4337,"서울특별시 광진구 아차산로 218, (자양동)",08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,09:00~21:30,-,-,37.540781,127.0674077
3973,주온누리약국,02-473-8842,"서울특별시 강동구 양재대로 1550, 1층 (길동,은호빌딩)",08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,-,-,37.5439057,127.1425878
3990,암사현대약국,02-481-1395,"서울특별시 강동구 올림픽로 777, (암사동)",08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~20:00,-,-,37.5505178,127.1274134
3825,참마음약국,02-3141-0258,"서울특별시 마포구 양화로 73, (서교동)",08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,09:00~15:00,-,-,37.5514393,126.9159424
2550,옵티마보건약국,02-392-3165,서울특별시 마포구 월드컵로 204,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,09:00~21:30,13:00~20:00,-,37.5654056,126.9021565
2418,신코아약국,02-734-9020,서울특별시 종로구 종로12길 23,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,09:00~21:30,14:00~19:00,-,37.5689718,126.9859124
898,충신약국,02-762-9909,서울특별시 종로구 율곡로 259,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,-,08:00~21:30,37.5740124,127.0068095
4171,남진약국,02-967-8145,서울특별시 동대문구 약령시로 86-1 (제기동),08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,09:00~21:00,-,-,37.5828406,127.0395048
3104,모당약국,02-925-4465,서울특별시 성북구 아리랑로5길 1 1층,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:00,16:00~21:00,16:00~21:00,37.5963525,127.0151552
369,세계로약국,02-355-0513,서울특별시 은평구 불광로 54 (불광동),08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,-,-,37.6118377,126.9315031
4874,종로태평양약국,02-979-0426,"서울특별시 중랑구 동일로 917, (묵동)",08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,09:00~19:00,-,37.6122155,127.0771203
2561,우리들약국,02-977-3225,서울특별시 노원구 월계로 370,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~18:00,13:00~18:00,-,37.6309858,127.0610341
4141,창동종로약국,02-992-2376,"서울특별시 도봉구 노해로63길 84-3, (창동)",08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,08:00~21:30,-,37.6527523,127.0470123
2834,토마스약국,02-855-3843,서울특별시 금천구 시흥대로112길 6,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,09:00~22:00,09:00~22:00,37.4673264,126.8991836
719,우리네온누리약국,02-853-2614,서울특별시 구로구 디지털로27길 116,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,10:00~21:00,-,37.4848911,126.8880047
744,태양당약국,02-883-2176,"서울특별시 관악구 국회단지길 10, (봉천동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~21:00,-,-,37.4866668,126.939547
981,동광약국,02-534-7575,"서울특별시 동작구 동작대로 129, (사당동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,37.4882961,126.9818698
801,나래약국,02-845-9369,"서울특별시 영등포구 도림로 192 (대림동, 동성빌딩)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:30~18:00,-,-,37.4962002,126.9024206
834,아름약국,02-812-5763,"서울특별시 동작구 서달로 110-1, (흑석동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,10:00~22:00,-,37.5034001,126.9610338
556,부츠약국고속터미널점,02-595-2260,"서울특별시 서초구 신반포로 194, 1층 17호 (반포동, 서울고속버스터미널 본관동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,37.5051784,127.0059653
4000,목동한미약국,02-2649-8367,"서울특별시 양천구 목동남로4길 2, 118~123호(신정동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,-,-,37.5082385,126.8645009
1605,가족건강약국,02-822-9095,서울특별시 동작구 등용로 115 101호,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,37.5114687,126.9318465
605,동보약국,02-2678-0362,서울특별시 영등포구 영중로 22 (영등포동3가),08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,-,-,37.5183453,126.9059733
948,신세계약국,02-463-9057,서울특별시 성동구 성덕정길 127,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,37.5367285,127.0575372
881,세영약국,02-464-3577,"서울특별시 광진구 뚝섬로27길 65, (자양동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,-,-,37.5387198,127.0667239
4866,허브약국,02-2130-3030,"서울특별시 마포구 마포대로 73, 104호(도화동,SK허브그린)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,09:30~18:00,-,-,37.5423269,126.9489949
1144,광혜약국,02-716-0839,서울특별시 마포구 숭문길 32,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,-,37.5479336,126.9455814
953,천사약국,02-332-8008,"서울특별시 마포구 양화로 48, 1층 (합정동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~19:00,08:00~19:00,08:00~19:00,37.5494503,126.9143555
1148,우리들약국,02-337-9779,"서울특별시 마포구 동교로 203, (동교동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,09:00~22:00,-,-,37.5583236,126.9230719
1307,건강백세약국,02-392-7855,서울특별시 중구 서소문로 12 (중림동),08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~20:00,-,-,37.5589798,126.9633491
996,주약국,02-2662-0431,"서울특별시 강서구 공항대로 23, (공항동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,-,-,37.5617241,126.8098333
598,장수약국,02-2252-2929,서울특별시 중구 퇴계로86길 6 (신당동),08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~20:00,09:00~17:30,09:00~17:30,37.5652775,127.0196169
1028,지하근화사약국,02-2272-4986,"서울특별시 중구 을지로 131, (을지로3가,지하상가 3-11)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~20:00,-,-,37.5664512,126.9941988
486,대영약국,02-373-3553,"서울특별시 마포구 모래내로7길 44, (성산동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,-,-,37.5674925,126.9106313
1124,용일약국,02-336-4340,"서울특별시 서대문구 홍제천로2길 32, (연희동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,-,-,37.569745,126.9205641
921,종로우리약국,02-2275-4700,"서울특별시 종로구 종로 202, 1층 (종로4가)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,37.5707059,127.0000625
782,국제약국,02-2245-6384,서울특별시 동대문구 답십리로 252 (장안동) 1층,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~21:00,10:00~18:00,10:00~18:00,37.5722297,127.0682067
1081,대경약국,02-744-2434,서울특별시 종로구 종로51나길 2,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,09:00~21:00,09:00~21:00,-,37.5726709,127.012286
923,정성약국,02-923-1363,"서울특별시 종로구 종로 399, (숭인동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,09:00~21:00,-,37.5751393,127.0215945
1046,효성약국,02-763-4386,서울특별시 종로구 창신길 95,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,09:00~21:00,09:00~21:00,-,37.5758709,127.010318
777,종로프라자약국,02-2242-2182,서울특별시 동대문구 사가정로 226,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,-,-,37.5785792,127.0700235
1224,신동서약국,02-924-3388,"서울특별시 동대문구 약령시로 2-1, (제기동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,-,-,37.5823764,127.0302968
892,동방약국,02-434-0607,서울특별시 중랑구 겸재로36길 42,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,-,-,37.5862084,127.0858332
1084,조아약국,02-373-7525,"서울특별시 은평구 응암로 223, (응암동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~19:00,08:00~19:00,-,37.5919962,126.917432
380,행복한정약국,02-969-7700,"서울특별시 동대문구 이문로 188, 1층 (이문동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~19:00,08:00~19:00,08:00~19:00,37.6033702,127.0622365
1011,화성약국,02-913-8936,"서울특별시 성북구 오패산로 73, (하월곡동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,10:00~22:00,08:00~22:00,37.6085565,127.0358937
1060,요나약국,02-988-8834,서울특별시 강북구 솔샘로 254,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,09:00~21:00,-,09:00~21:00,37.6193474,127.0207683
3880,하나로약국,02-908-6994,"서울특별시 노원구 초안산로 7, 105호(월계동, 월계2단지주공아파트종합상가)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,09:00~22:00,-,37.6286139,127.0549115
871,바른손약국,02-977-6400,서울특별시 노원구 공릉로59길 28,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,-,-,37.6345332,127.0695014
1221,백화점약국,02-994-1282,"서울특별시 강북구 도봉로96길 11, 1층 (번동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,13:00~20:00,-,37.6405961,127.0296051
44,믿음약국,02-888-2104,서울특별시 관악구 봉천로 534,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,-,08:00~22:30,37.4786702,126.9569748
114,광주약국,02-591-0075,"서울특별시 동작구 동작대로 127, 1층 (사당동)",08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,-,-,37.4879707,126.9819424
54,한중약국,02-849-5400,서울특별시 영등포구 디지털로37길 20 (대림동),08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,37.4903934,126.8983475
27,금강온누리약국,02-2678-5869,서울특별시 영등포구 영중로 10-1 (영등포동3가),08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,09:00~22:00,-,37.5173414,126.9064306
24,연합약국,02-778-3465,서울특별시 중구 퇴계로 120 (남산동1가),08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~20:00,-,08:00~19:00,37.5606025,126.9850756
124,이원약국,02-946-1958,서울특별시 강북구 삼양로 244,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,-,08:00~23:00,37.6251568,127.0185834
61,길동보룡약국,02-477-4114,서울특별시 강동구 양재대로 1478 (길동),08:00~22:50,08:00~22:50,08:00~22:50,08:00~22:50,08:00~22:50,08:00~22:50,09:00~22:00,09:00~22:00,37.5376911,127.1402498
62,시민당약국,02-476-8100-2,"서울특별시 강동구 양재대로 1479, (길동)",08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,09:00~21:00,09:00~21:00,37.5380832,127.1398187
93,대성약국,02-743-5800,서울특별시 종로구 청계천로 291,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~19:00,-,-,37.5700582,127.0100785
74,정문온누리약국,02-549-3003,서울특별시 은평구 진흥로 196,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:30~23:00,08:30~22:00,08:30~22:00,37.6085052,126.9312605
3032,삼양약국,02-989-9088,"서울특별시 강북구 솔매로 80, 1층 (미아동)",08:10~18:30,08:10~18:30,08:10~18:30,08:10~18:30,08:10~18:30,08:10~13:00,-,-,37.6248622,127.0210912
367,착한약국,02-873-9578,서울특별시 관악구 호암로 535 2층,08:10~20:30,08:10~20:30,08:10~20:30,08:10~20:30,08:10~20:30,08:10~17:00,-,-,37.4653835,126.9312999
956,한양약국,02-911-0345,"서울특별시 성북구 화랑로19길 83, (장위동)",08:10~20:30,08:10~20:30,08:10~20:30,08:10~20:30,08:10~20:30,08:10~20:30,-,-,37.6099361,127.051338
2606,위드팜서초역약국,02-537-8980,서울특별시 서초구 반포대로 138,08:20~17:30,08:20~17:30,08:20~17:30,08:20~17:30,08:20~17:30,09:00~13:30,-,-,37.4924338,127.0079684
761,신보명약국,02-2244-1437,"서울특별시 동대문구 천호대로79길 66, (장안동)",08:20~21:30,08:20~21:30,08:20~21:30,08:20~21:30,08:20~21:30,08:20~21:30,10:00~20:00,-,37.5650558,127.0645024
1107,강남백세약국,02-566-3138,서울특별시 강남구 도곡로 448 (대치동),08:20~21:50,08:20~21:50,08:20~21:50,08:20~21:50,08:20~21:50,08:20~21:50,10:00~19:00,-,37.4981102,127.0595577
4181,대림약국,02-889-9765,"서울특별시 관악구 낙성대로 22, (봉천동)",08:30~01:00,08:30~01:00,08:30~01:00,08:30~01:00,08:30~01:00,08:30~01:00,10:00~01:00,-,37.4765367,126.958801
3294,누가신약국,02-424-6930,"서울특별시 송파구 송파대로 383 (석촌동, 1층 3호)",08:30~07:30,08:30~07:30,08:30~07:30,08:30~07:30,08:30~07:30,08:30~14:30,-,-,37.5015682,127.1100349
4520,하나온누리약국,02-914-0035,"서울특별시 성북구 화랑로 95, (하월곡동)",08:30~08:30,08:30~08:30,08:30~08:30,08:30~08:30,08:30~08:30,08:30~17:30,-,-,37.6032766,127.0424743
1847,관악우리약국,02-886-9878,서울특별시 관악구 남부순환로 1630,08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,-,-,37.4842737,126.9317652
4298,여의도씨티약국,02-784-8285,"서울특별시 영등포구 여의대방로 375, 109호(여의도동,아일렉스타워)",08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,09:00~17:00,09:00~17:00,-,37.5188914,126.9307799
4266,뉴메디칼약국,02-469-3363,"서울특별시 광진구 뚝섬로 496, (자양동)",08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,09:00~20:00,-,-,37.5360042,127.0652495
1831,건명약국,02-435-3900,서울특별시 중랑구 면목로 421,08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,20:00~22:30,09:00~10:30,-,37.5896578,127.0870669
2527,온누리성모약국,02-927-1282,서울특별시 성북구 성북로4길 52,08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,-,-,37.5958787,127.0104756
4817,조아약국,02-919-8575,"서울특별시 성북구 화랑로 87, 1층 (하월곡동)",08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,08:30~18:00,08:30~18:00,-,37.6026964,127.0417835
2629,은평제일약국,02-359-1331,서울특별시 은평구 불광로 60,08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,08:30~16:30,-,-,37.6122545,126.9321289
2477,연신우리약국,02-382-6229,서울특별시 은평구 통일로 839,08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,08:30~09:00,08:30~17:00,-,-,37.6181182,126.9216524
1853,광제사약국,02-464-1832,서울특별시 광진구 면목로 130,08:30~09:30,08:30~09:30,08:30~09:30,08:30~09:30,08:30~09:30,08:30~09:30,-,-,37.5649868,127.0809121
1117,동부약국,02-795-6242,서울특별시 용산구 이촌로 245,08:30~10:30,08:30~10:30,08:30~10:30,08:30~10:30,08:30~10:30,-,-,-,37.5199736,126.9744378
577,화곡부성약국,02-722-7585,"서울특별시 강서구 곰달래로 223, 화곡동상가 104호 (화곡동)",08:30~10:30,08:30~10:30,08:30~10:30,08:30~10:30,08:30~10:30,08:30~21:00,08:30~21:00,09:00~21:00,37.5318509,126.8577906
952,덕수약국,02-2209-4996,서울특별시 중랑구 중랑역로 33 (중화동),08:30~12:00,08:30~12:00,08:30~12:00,08:30~12:00,08:30~12:00,08:30~13:30,09:00~12:00,-,37.5972278,127.0758257
3581,다정약국,02-3283-3031,서울특별시 관악구 남부순환로 1485 삼남빌딩 1층,08:30~13:30,08:30~18:30,08:30~13:30,08:30~13:30,08:30~13:30,09:00~13:30,-,-,37.4824271,126.915604
1556,정성약국,02-2248-1004,서울특별시 동대문구 서울시립대로 50 (전농동),08:30~15:30,08:30~15:30,09:00~18:00,08:30~15:30,08:30~15:30,09:00~15:30,09:00~13:30,-,37.5756401,127.0476246
2492,영민약국,02-466-1377,서울특별시 성동구 성수일로10길 32,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~16:30,08:30~13:00,-,-,37.5462403,127.0534028
2881,프라자약국,02-2664-8707,서울특별시 강서구 강서로 267,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,-,-,37.5495857,126.8359477
4792,길약국,02-989-7852,"서울특별시 강북구 도봉로67길 21, (미아동)",08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,-,-,37.6304676,127.0231267
289,인터팜이화약국,02-541-5434,서울특별시 강남구 도산대로38길 11,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:00,-,-,37.5200089,127.0323771
2502,예성약국,02-2699-9513,서울특별시 강서구 강서로 143,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,07:00~13:00,-,-,37.5396123,126.8415607
2404,신삼성대학약국,02-2273-7501,서울특별시 중구 퇴계로46길 15,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,09:00~13:00,-,-,37.5618066,127.0000056
2269,서울대약국,02-880-6792,서울특별시 관악구 관악로 1,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,09:00~15:00,-,-,37.464007,126.9522394
3082,서울온누리약국,02-839-0208,"서울특별시 관악구 난곡로 214, 1층 (신림동, 금정빌딩)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~15:00,08:30~13:00,09:00~13:00,37.4739076,126.9181669
3067,양재팜24약국,02-581-8224,"서울특별시 서초구 남부순환로350길 36, 1층 (양재동)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~12:30,-,-,37.4833084,127.0362209
3047,123약국,02-574-7123,"서울특별시 강남구 언주로30길 10, 410호 일부호 (도곡동, 현대비전21)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~14:00,-,-,37.4873316,127.0515695
1949,다솜약국,02-567-9691,서울특별시 강남구 도곡로 205,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-,37.4929079,127.0413581
711,태평양약국,02-2684-2324,서울특별시 구로구 경서로 6 (고척동),08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~14:00,-,-,37.4980309,126.8569265
4200,대림타워약국,02-841-1085,"서울특별시 영등포구 가마산로48길 16, 3층 (대림동,신풍프라자)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~15:00,-,-,37.5015049,126.9012275
4258,송파사거리약국,02-420-4452,"서울특별시 송파구 송파대로 387, 1층 (석촌동)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,09:00~13:00,-,-,37.5019288,127.1095137
1187,해빛온누리약국,02-2069-3828,"서울특별시 영등포구 영신로34길 10, 1층 108호 (영등포동4가, 영남빌딩)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~15:00,-,-,37.519794,126.901983
4560,정문약국,02-478-0774,"서울특별시 강동구 진황도로61길 48, (둔촌동)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,-,-,-,37.5283988,127.145732
